id,code,description
PH405194,PH405194,"Laxatives - sold on prescription"
PH405195,PH405195,"Laxatives - sold at retail"
PH405202,PH405202,"Lotion - medicated - sold on prescription"
PH405210,PH405210,"Lotion - non-medicated"
PH405218,PH405218,"Mouthwash - antiseptic"
PH405226,PH405226,"Patient personal hygiene - sold to medical facility"
PH405233,PH405233,"Skin care products / petroleum jelly / unscented or uncolored / sold at retail"
PH405234,PH405234,"Skin care products / petroleum jelly /  unscented or uncolored / sold on prescription"
PH405235,PH405235,"Skin care products / petroleum jelly / scented or colored / sold at retail"
PH405242,PH405242,"Bandages - adhesive - non medicated"
PH405243,PH405243,"Medicated bandages:  antiseptic / anti-itch /  wart medicated pads / callus and corn medicated pads"
PH405244,PH405244,"Dressing - medicated - sold at retail"
PH405245,PH405245,"Bandages - sold at retail"
PH405250,PH405250,"Bandages - elastic - sold on prescription"
PH405258,PH405258,"Bandages - gauze"
PH405260,PH405260,"Burn treatment supplies - sold at retail"
PH405266,PH405266,"Burn treatment supplies - sold on prescription"
PH405274,PH405274,"Dressing - adhesive"
PH405282,PH405282,"Dressing - medicated - sold on prescription"
PH405290,PH405290,"Dressing - non-adhesive"
PH405298,PH405298,"Dressing - transparent"
PH405306,PH405306,"Hydrogen peroxide - sold on prescription"
PH405307,PH405307,"Hydrogen peroxide - sold at retail"
PH405310,PH405310,"Ointments - antibiotic - sold at retail"
PH405314,PH405314,"Ointments - antibiotic - sold on prescription"
PH405322,PH405322,"Swabs"
PH405323,PH405323,"Sterile cotton balls"
PH405324,PH405324,"Non-sterile cotton"
PH405330,PH405330,"Wound care supplies"
PH405338,PH405338,"Batteries - non hearing aid"
PH405354,PH405354,"Bulbs - replacement light"
PH405370,PH405370,"Gift items - sold to medical facility"
PH405378,PH405378,"Id bands and other identification - sold to medical facility"
PH405386,PH405386,"Paper - ekg - sold to medical facility"
PH405394,PH405394,"Paper supplies - sold to medical facility"
PH405402,PH405402,"Autotransfusion device - sold to medical facility"
PH405410,PH405410,"Disposable surgical blades - sold to medical facility"
PH405418,PH405418,"Equipment - surgical - sold to medical facility"
PH405426,PH405426,"Instrument - surgical/medical disposable - sold to medical facility"
PH405434,PH405434,"Instrument - surgical/medical disposable - fld - sold to medical facility"
PH405442,PH405442,"Instrument - surgical/medical reusable - sold to medical facility"
PH405450,PH405450,"Instrument - surgical/medical reusable - fld - sold to medical facility"
PH405458,PH405458,"Shields - sold to medical facility"
PH405466,PH405466,"Supplies - surgical disposable - sold to medical facility"
PH405474,PH405474,"Supplies - surgical reusable - sold to medical facility"
PH408930,PH408930,"Wheelchair - sale to retailer for customer use"
PH409601,PH409601,"Antibacterial hand sanitizers"
PH409618,PH409618,"Medicated lip balms"
PI011642,PI011642,"Ice cubes packaged less than or equal to 10 lbs"
PI011650,PI011650,"Ice blocks / bails packaged less than or equal to 10 lbs"
PI011658,PI011658,"Ice cubes packaged greater than 10 lbs"
PI011666,PI011666,"Ice blocks / bails packaged greater than 10 lbs"
PI040006,PI040006,"Medicated baby powder"
PI040578,PI040578,"Non-medicated baby powder"
PI040594,PI040594,"Baby oil"
PI040597,PI040597,"Baby products"
PI040599,PI040599,"Breast feeding:  breast shells and nipple enhancers"
PI040600,PI040600,"Infant supplies-bibs"
PI040601,PI040601,"Diaper rash ointments without zinc"
PI040610,PI040610,"Diaper rash ointments with zinc"
PI041073,PI041073,"Baby supplies - bedding"
PI041074,PI041074,"Crib blankets"
PI041075,PI041075,"Baby supplies - safety items"
PI041076,PI041076,"Baby supplies - furniture & accessories "
PI041077,PI041077,"Baby supplies - grooming"
PI041078,PI041078,"Baby supplies - carriers"
PI041079,PI041079,"Baby supplies - strollers"
PI041080,PI041080,"Baby supplies - strollers and car seats sold as a single unit"
PI041082,PI041082,"Cloth diapers"
PI041090,PI041090,"Diaper pins"
PI041106,PI041106,"Cloth nursing pads (washable)"
PI041107,PI041107,"Paper nursing pads"
PIF,PIF,"Public improvement fee"
PL018834,PL018834,"Labels & price tags not attached to merchandise"
PM008826,PM008826,"Heavy equipment parts and accessories"
PM020400,PM020400,"Mach & equip (commercial use)-farming industry"
PM020404,PM020404,"Mach & equip (commercial use)-farming industry-repair and replacement parts "
PM020700,PM020700,"Manufacturing machinery"
PM020704,PM020704,"Repair or replacement parts for manufacturing machinery"
PM020750,PM020750,"Assembling, manufacturing or fabricating machinery and equipment used in existing facilities with a useful life of three years or more"
PM020755,PM020755,"Wear parts > 3 years life "
PM020756,PM020756,"Wear parts 1 to 3 years life"
PM020757,PM020757,"Wear parts < 1 year life"
PM020760,PM020760,"Materials used and consumed in the assembling, manufacturing or fabricating process in existing facilities"
PM020765,PM020765,"Lubricants and grease used and consumed within 25 days in the manufacturing process"
PM020770,PM020770,"Packaging equipment parts 1 to 3 years"
PM020780,PM020780,"Industrial machine tools"
PM020790,PM020790,"Manufacturing parts billed on maintenance contracts"
PM030000,PM030000,"Magazines (not second class mail matter / not controlled circulation publication)"
PM030100,PM030100,"Magazines-non-religious content"
PM030108,PM030108,"Magazines-non-religious content-subscription - monthly publication"
PM030110,PM030110,"Magazines-non-religious content-subscription - semiannual publication"
PM030811,PM030811,"Magazines published 4 or more times a year (example: star magazine)"
PM030812,PM030812,"Magazines published 2 or 3 times a year"
PM039393,PM039393,"Periodical/magazine subscription - annual publication"
PM039394,PM039394,"Periodical/magazine subscription - quarterly publication"
PM039395,PM039395,"Periodical/magazine subscription - semimonthly publication"
PM039396,PM039396,"Periodical/magazine subscription - weekly publication"
PM039397,PM039397,"Periodical/magazine subscription - religious content"
PM062306,PM062306,"Maps"
PN050814,PN050814,"Newspapers"
PN052314,PN052314,"Newspapers - retail sale"
PN058970,PN058970,"Newspapers - sold by subscription"
PN060815,PN060815,"Tabloids printed on news print"
PN070816,PN070816,"Trader magazines"
PO100000,PO100000,"Office supplies"
PO200100,PO200100,"Outdoor gear and supplies / inflatable water tubes and floats capable of being towed"
PO200101,PO200101,"Outdoor gear and supplies / kneeboard"
PO200102,PO200102,"Outdoor gear and supplies / wakeboard"
PO200103,PO200103,"Outdoor gear and supplies / water skis"
PO200104,PO200104,"Outdoor gear and supplies / paddleboard"
PO200105,PO200105,"Outdoor gear and supplies / surfboard"
PO200106,PO200106,"Outdoor gear and supplies / canoe"
PO200107,PO200107,"Outdoor gear and supplies / kayak"
PO200108,PO200108,"Outdoor gear and supplies / camping lantern"
PO200109,PO200109,"Outdoor gear and supplies / flashlight"
PO200110,PO200110,"Outdoor gear and supplies / camping stove"
PO200111,PO200111,"Outdoor gear and supplies / camping chairs"
PO200112,PO200112,"Outdoor gear and supplies / portable hammocks"
PO200113,PO200113,"Outdoor gear and supplies / sleeping bags"
PO200114,PO200114,"Outdoor gear and supplies / tents"
PO200115,PO200115,"Outdoor gear and supplies / recreational fishing / bait and tackle"
PO200116,PO200116,"Outdoor gear and supplies / recreational fishing / bait"
PO200117,PO200117,"Outdoor gear and supplies / recreational fishing / tackle"
PO200118,PO200118,"Outdoor gear and supplies / recreational fishing / bags"
PO200119,PO200119,"Outdoor gear and supplies / recreational fishing / tackle box"
PO200120,PO200120,"Outdoor gear and supplies / recreational fishing / reels and rods"
PO200121,PO200121,"Outdoor gear and supplies / recreational fishing / reels"
PO200122,PO200122,"Outdoor gear and supplies / recreational fishing / rods"
PO200123,PO200123,"Outdoor gear and supplies / water bottle"
PO200124,PO200124,"Outdoor gear and supplies / binoculars"
PO200125,PO200125,"Outdoor gear and supplies / gas grill"
PO200126,PO200126,"Outdoor gear and supplies / charcoal grill"
PO200127,PO200127,"Outdoor gear and supplies / oars"
PO200128,PO200128,"Outdoor gear and supplies / paddles"
PO200130,PO200130,"Outdoor gear and supplies / residential pool supplies and replacement parts"
PO200131,PO200131,"Outdoor gear and supplies / residential pool and spa chemicals purchased by individuals"
PO200132,PO200132,"Outdoor gear and supplies / inflatable tubes, floats, chairs and pool toys"
PP030000,PP030000,"Paper products for household use"
PP030001,PP030001,"Toilet tissue / toilet wet wipes / moist towelettes/ incontinence wipes / baby wet wipes"
PP030100,PP030100,"Paper products-disposable products"
PP030106,PP030106,"Paper products-napkins"
PP030107,PP030107,"Paper products-paper bags"
PP030108,PP030108,"Paper products-paper cups"
PP030109,PP030109,"Paper products-paper freezer wrap"
PP030110,PP030110,"Paper products-paper plates"
PP030113,PP030113,"Paper products-wax paper"
PP030300,PP030300,"Paper products for commercial use"
PP030771,PP030771,"Household paper: toilet seat covers / freezer wrap and tape / placemats / tablecovers / baking cups / bags / dinnerware / coffee filters / napkins / facial tissue / towels / waxed / vacuum bags"
PP050100,PP050100,"Pet and pet supplies"
PP050736,PP050736,"Pet supplies - domestic pet - pet supplements"
PP050737,PP050737,"Pet supplies - domestic pet - flea and tick treatments for pets"
PP051150,PP051150,"Pet supplies - non-commercial - portable kennels"
PP051151,PP051151,"Pet supplies - non-commercial - dry pet food - 15lbs or less"
PP051152,PP051152,"Pet supplies - non-commercial - wet pet food - cans or pouches"
PP051153,PP051153,"Pet supplies - non-commercial - leashes, collars, and muzzles"
PP051154,PP051154,"Pet supplies - non-commercial - collapsible or travel-sized food/water bowls"
PP051155,PP051155,"Pet supplies - non-commercial - cat litter - 25lbs or less"
PP051156,PP051156,"Pet supplies - non-commercial - cat litter pans"
PP051157,PP051157,"Pet supplies - non-commercial - pet waste disposal bags"
PP051158,PP051158,"Pet supplies - non-commercial - pet pads"
PP051159,PP051159,"Pet supplies - non-commercial - hamster or rabbit substrate"
PP051160,PP051160,"Pet supplies - non-commercial - pet beds"
PP051195,PP051195,"Pet supplies - domestic pet - pet food:  includes: snacks / treats"
PP051196,PP051196,"Pet medications"
PP051197,PP051197,"Pet supplies - pet food with a prescription: includes: snacks / treats"
PP051198,PP051198,"Pet supplies - pet vitamins with a prescription: includes: snacks / treats"
PP051199,PP051199,"Pet supplies - pill pockets for home use"
PP051200,PP051200,"Pet supplies - pet vitamins with a prescription in pill, softgel or tablet form"
PP051210,PP051210,"Hemp-derived cbd / pet capsules, tinctures & elixirs"
PP052000,PP052000,"Veterinary products, pet"
PP052100,PP052100,"Veterinary products, pet - medical supplies"
PP052101,PP052101,"Pet - pill cutter"
PP052102,PP052102,"Pet / medical supplies used during surgery"
PP052103,PP052103,"Pet / disposable / one-time use medical supplies"
PP052104,PP052104,"Pet / sharps disposal container / not for home use"
PP052105,PP052105,"Pet - sharps disposal container, for home use"
PP052106,PP052106,"Pet - eye drops, without a prescription"
PP052107,PP052107,"Pet / eye drops / sold on prescription"
PP052108,PP052108,"Pet - ear washes"
PP052109,PP052109,"Pet - syringes - not used by a veterinary hospital, clinic or office"
PP052110,PP052110,"Pet / syringes / used by a veterinary hospital, clinic or office"
PP052111,PP052111,"Pet - tape - adhesive"
PP052112,PP052112,"Pet - bandages - gauze"
PP052113,PP052113,"Pet / cast materials"
PP052150,PP052150,"Veterinary products, pet - medical products"
PP052151,PP052151,"Pet - drug testing kits for home use"
PP052152,PP052152,"Pet / blood products / includes plasma"
PP052153,PP052153,"Pet / blood administration kits / not for home use"
PP052200,PP052200,"Veterinary products, pet - prosthetics & orthotics - implanted"
PP052201,PP052201,"Pet / skin graft products"
